school_name,school_type,grades_served,email,address,city,state,zip_code,longitude,Latitude,phone,website
"Keller, Duane D MS",Public,6-8,CANNABE@NV.CCSD.NET,301 N Fogg St,Las Vegas,NV,89110,36.16587,-115.036403,(702)799-3220,
"Molasky, Irwin & Susan JHS",Public,6-8,BEALSSA@NV.CCSD.NET,7801 W Gilmore Ave,Las Vegas,NV,89129,36.229832,-115.265476,(702)799-3400,
"Silvestri, Charles JHS",Public,6-8,JAGGEYM@nv.ccsd.net,1055 Silverado Ranch Blvd,Las Vegas,NV,89123,36.013409,-115.139951,(702)799-2240,
"Cortney, Francis H JHS",Public,6-8,SANNIEP@NV.CCSD.NET,5301 E Hacienda Ave,Las Vegas,NV,89122,36.092384,-115.057501,(702)799-2400,
Indian Springs MS,Public,6-8,WELCHCJ@NV.CCSD.NET,400 Sky Rd,Indian Springs,NV,89018,36.574112,-115.67686,(702)799-0932,
"Lawrence, Clifford J JHS",Public,6-8,YEEAG@NV.CCSD.NET,4410 S Juliano Rd,Las Vegas,NV,89147,36.109999,-115.284709,(702)799-2540,
"Miller, Bob MS",Public,6-8,WIKLEJA@NV.CCSD.NET,2400 Cozy Hill Cir,Henderson,NV,89052,36.013164,-115.093091,(702)799-2260,
"Rogich, Sig MS",Public,6-8,HARRISJ@NV.CCSD.NET,235 N Pavilion Center Dr,Las Vegas,NV,89144,36.175639,-115.334546,(702)799-6040,
"Leavitt, Justice Myron E MS",Public,6-8,ROPERLM@NV.CCSD.NET,4701 Quadrel St,Las Vegas,NV,89129,36.245463,-115.263931,(702)799-4699,
"Cram, Brian & Teri MS",Public,6-8,BUGASGB@NV.CCSD.NET,1900 W Deer Springs Way,N  Las Vegas,NV,89084,36.285124,-115.169731,(702)799-7020,
"Monaco, Mario C & JoAnne MS",Public,6-8,POPEKCD@NV.CCSD.NET,1870 N Lamont St,Las Vegas,NV,89115,36.193611,-115.065321,(702)799-3670,
"Schofield, Jack Lund MS",Public,6-8,KNEPPTK@NV.CCSD.NET,8625 Spencer St,Las Vegas,NV,89123,36.032597,-115.128395,(702)799-2290,
"Sedway, Marvin M MS",Public,6-8,jordall@nv.ccsd.net,3465 Englestad St,N  Las Vegas,NV,89032,36.222478,-115.14903,(702)799-3880,
"Harney, Kathleen & Tim MS",Public,6-8,SKVARP@nv.ccsd.net,1580 S Hollywood Blvd,Las Vegas,NV,89142,36.15429,-115.021263,(702)799-3240,
"Fertitta, Victoria MS",Public,6-8,SIQUEGP@NV.CCSD.NET,9905 W Mesa Vista Ave,Las Vegas,NV,89148,36.089798,-115.309811,(702)799-1900,
"Cadwallader, Ralph MS",Public,6-8,FORDCA@NV.CCSD.NET,7775 Elkhorn Rd,Las Vegas,NV,89131,36.289653,-115.263777,(702)799-6692,
"Canarelli, Lawrence & Heidi MS",Public,6-8,BRANDJ@NV.CCSD.NET,7808 S Torrey Pines Dr,Las Vegas,NV,89139,36.300572,-115.232987,(702)799-1340,
"Hughes, Charles Arthur MS",Public,6-8,WILSOJE@NV.CCSD.NET,550 Hafen Ln,Mesquite,NV,89027,36.79598,-114.082561,(702)346-3250,
"Findlay, Clifford O MS",Public,6-8,GARCIF@NV.CCSD.NET,333 W Tropical Pkwy,N  Las Vegas,NV,89031,36.267967,-115.145448,(702)799-3160,
"Mannion, Jack & Terry MS",Public,6-8,PETERTC@NV.CCSD.NET,155 E Paradise Hills Dr,Henderson,NV,89002,35.989642,-114.979744,(702)799-3020,
"Saville, Anthony MS",Public,6-8,leimbbw@NV.CCSD.NET,8101 N Torrey Pines Dr,Las Vegas,NV,89131,36.306781,-115.234294,(702)799-3460,
"Webb, Del E MS",Public,6-8,MOUNTHL@NV.CCSD.NET,2200 Reunion Dr,Henderson,NV,89052,35.980644,-115.085146,(702)799-1305,
"Mack, Jerome MS",Public,6-8,BRIDGBA1@NV.CCSD.NET,4250 Karen Ave,Las Vegas,NV,89121,36.141601,-115.081651,(702)799-2005,
"Bailey, Dr William H MS",Public,6-8,DUTERDD@NV.CCSD.NET,2500 N Hollywood Blvd,Las Vegas,NV,89156,36.140687,-115.02911,(702)799-4811,
"Johnston, Carroll M STEM Academy of Env Studies",Public,6-8,POSTEMR@NV.CCSD.NET,5855 Lawrence Street,N  Las Vegas,NV,89081,36.26613,-115.122286,(702)799-7001,
"Tarkanian, Lois & Jerry MS",Public,6-8,ROSETL@NV.CCSD.NET,5800 W Pyle Avenue,Las Vegas,NV,89141,36.006803,-115.220852,(702)799-6801,
"Escobedo, Edmundo Eddie Sr MS",Public,6-8,BRILLB@NV.CCSD.NET,9501 Echelon Point Dr,Las Vegas,NV,89149,36.281804,-115.30429,(702)799-4560,
"Faiss, Wilbur & Theresa MS",Public,6-8,WESTRD@NV.CCSD.NET,9525 W Maule Ave,Las Vegas,NV,89148,36.061898,-115.300927,(702)799-6850,
"Gunderson, Barry and June MS",Public,6-8,nortopm@nv.ccsd.net,10155 Marnie St,Las Vegas,NV,89178,36.0042,-115.258157,(702)799-2560,
"Mackey, Jo MS",Public,6-8,MATTHM@NV.CCSD.NET,2726 ENGLESTAD STREET,NORTH LAS VEGAS,NV,89030,36.209242,-115.146702,(702)799-7139,
"Clark, Ed W HS",Public,9-12,BRAXTZE@NV.CCSD.NET,4291 W Pennwood Ave,Las Vegas,NV,89102,36.135835,-115.197809,(702)799-5800,
Las Vegas HS,Public,9-12,ORTIZR1@nv.ccsd.net,6500 E Sahara Ave,Las Vegas,NV,89142,36.146442,-115.032608,(702)799-0180,
Rancho HS,Public,9-12,SMITHNE1@NV.CCSD.NET,1900 Searles Avenue,Las Vegas,NV,89101,36.185658,-115.122577,(702)799-7000,
Valley HS,Public,9-12,PERRYKK1@NV.CCSD.NET,2839 S Burnham Ave,Las Vegas,NV,89169,36.138352,-115.12146,(702)799-5450,
Western HS,Public,9-12,RAELA@NV.CCSD.NET,4601 W Bonanza Rd,Las Vegas,NV,89107,36.17721,-115.202687,(702)799-4080,
Basic Academy of Int'l Studies HS,Public,9-12,HADAVMT@NV.CCSD.NET,400 Palo Verde Dr,Henderson,NV,89015,36.033366,-114.960901,(702)799-8000,
Chaparral HS,Public,9-12,CUMMIKN@NV.CCSD.NET,3850 Annie Oakley Dr,Las Vegas,NV,89121,36.120051,-115.086824,(702)799-7580,
Eldorado HS,Public,9-12,BROCKCK@NV.CCSD.NET,1139 N Linn Ln,Las Vegas,NV,89110,36.180382,-115.048554,(702)799-7200,
Bonanza HS,Public,9-12,WISEMBR@NV.CCSD.NET,6665 W Del Rey,Las Vegas,NV,89146,36.154493,-115.23727,(702)799-4000,
Cimarron-Memorial HS,Public,9-12,MCNAUCE@NV.CCSD.NET,2301 N Tenaya Way,Las Vegas,NV,89128,36.201616,-115.252549,(702)799-4400,
Cheyenne HS,Public,9-12,NUNEZAM1@NV.CCSD.NET,3200 W Alexander Rd,N  Las Vegas,NV,89032,36.233952,-115.183654,(702)799-4830,
Green Valley HS,Public,9-12,ROBERKA1@NV.CCSD.NET,460 Arroyo Grande Blvd,Henderson,NV,89014,36.057905,-115.057421,(702)799-0950,
Durango HS,Public,9-12,NELSOSA2@NV.CCSD.NET,7100 W Dewey Dr,Las Vegas,NV,89113,36.089497,-115.244915,(702)799-5850,
Las Vegas Academy of the Arts HS,Public,9-12,KOEPPLS@NV.CCSD.NET,315 S 7th St,Las Vegas,NV,89101,36.165682,-115.139883,(702)799-7800,
Silverado HS,Public,9-12,DITTOJM@NV.CCSD.NET,1650 Silver Hawk Ave,Las Vegas,NV,89123,36.023478,-115.129773,(702)799-5790,
College of So NV HS East,Public,11-12,MACHIS@nv.ccsd.net,3200 E Cheyenne Ave,N  Las Vegas,NV,89030,36.220229,-115.104858,(702)651-4070,
College of So NV HS West,Public,11-12,MACHIS@nv.ccsd.net,6375 W Charleston Blvd,Las Vegas,NV,89146,36.1596,-115.034551,(702)651-5030,
Mojave HS,Public,9-12,COLEGL@NV.CCSD.NET,5302 Goldfield St,N  Las Vegas,NV,89031,36.256025,-115.138241,(702)799-0432,
Palo Verde HS,Public,9-12,CAMPBLM1@NV.CCSD.NET,333 S Pavilion Center Dr,Las Vegas,NV,89144,36.171184,-115.33259,(702)799-1450,
College of So NV HS South,Public,11-12,MACHIS@nv.ccsd.net,700 College Dr,Henderson,NV,89002,36.006146,-114.965383,(702)651-3080,
Shadow Ridge HS,Public,9-12,KANNOTK@NV.CCSD.NET,5050 Brent Ln,Las Vegas,NV,89131,36.318989,-115.210765,(702)799-6699,
Liberty HS,Public,9-12,BELLODW@NV.CCSD.NET,3700 Liberty Heights Ave,Henderson,NV,89052,35.989091,-115.153471,(702)799-2270,
Canyon Springs HS,Public,9-12,CANFIAM@NV.CCSD.NET,350 E Alexander Rd,N  Las Vegas,NV,89032,36.233862,-115.13535,(702)799-1870,
Del Sol Academy of Performing Arts HS,Public,9-12,STEGENJ@NV.CCSD.NET,3100 E Patrick Ln,Las Vegas,NV,89120,36.080711,-115.107666,(702)799-6830,
Spring Valley HS,Public,9-12,POWELTB@NV.CCSD.NET,3750 S Buffalo Dr,Las Vegas,NV,89147,36.120909,-115.258996,(702)799-2580,
Sunrise Mountain HS,Public,9-12,MARTID20@NV.CCSD.NET,2575 N Los Feliz St,Las Vegas,NV,89156,36.204485,-115.022229,(702)799-7207,
"Brown, Hannah Marie ES",Public,Pre-K - 5,SENSIMA@NV.CCSD.NET,10 CHAPATA DRIVE,Henderson,NV,89012,36.028494,-115.042261,(702)799-2250,
Boulder City HS,Public,9-12,WAGNEAC@NV.CCSD.NET,1101 Fifth St,Boulder City,NV,89005,35.969741,-114.832895,(702)799-8200,
Moapa Valley HS,Public,9-12,MCMINDE@NV.CCSD.NET,2400 St Joseph St,Overton,NV,89040,36.585139,-114.459087,(702)397-2611,
Virgin Valley HS,Public,9-12,WAITESD@NV.CCSD.NET,820 Valley View Dr,Mesquite,NV,89027,36.814089,-114.051296,(702)346-2780,
Indian Springs HS,Public,9-12,WELCHCJ@NV.CCSD.NET,400 Sky Road,Indian Springs,NV,89018,36.574112,-115.67686,(702)799-0932,
Centennial HS,Public,9-12,WIPPEKM@NV.CCSD.NET,10200 Centennial Pkwy,Las Vegas,NV,89149,36.278302,-115.320181,(702)799-3440,
Foothill HS,Public,9-12,SYNOLJJ@NV.CCSD.NET,800 College Dr,Henderson,NV,89002,36.003432,-114.966968,(702)799-3500,
Desert Pines HS,Public,9-12,STEINI@NV.CCSD.NET,3800 Harris Ave,Las Vegas,NV,89110,36.178598,-115.091518,(702)799-2196,
Sierra Vista HS,Public,9-12,LOVELJL3@NV.CCSD.NET,8100 W Robindale Rd,Las Vegas,NV,89113,36.050107,-115.268924,(702)799-6820,
Coronado HS,Public,9-12,PICCIMN@NV.CCSD.NET,1001 Coronado Center Dr,Henderson,NV,89052,35.993518,-115.112057,(702)799-6800,
Arbor View HS,Public,9-12,BICKMDK1@NV.CCSD.NET,7500 Whispering Sands D,Las Vegas,NV,89131,36.301337,-115.227491,(702)799-6660,
Legacy HS,Public,9-12,MARENBM@NV.CCSD.NET,150 W Deer Springs Way,N  Las Vegas,NV,89084,36.283981,-115.144275,(702)799-1777,
Desert Oasis HS,Public,9-12,SALZMIM@nv.ccsd.net,6600 W Erie Ave,Las Vegas,NV,89141,35.992291,-115.237482,(702)799-6881,
NV Learning Academy J-SHS,Public,6-12,MARTIMH@NV.CCSD.NET,3050 E Flamingo Rd,Las Vegas,NV,89121,36.115938,-115.109008,(702)799-6852,
NV Learning Academy ES,Public,Pre-K - 5,MARTIMH@NV.CCSD.NET,3050 E. FLAMINGO ROAD,Las Vegas,NV,89121,36.115938,-115.109008,(702)799-6852,
Gardnerville Elementary School,Public,Pre-K - 5,mguthrie@dcsd.k12.nv.us,1290 Toler Avenue,Gardnerville,NV,89410,38.939594,-119.743272,(775)782-5117,https://ges.dcsd.net/
Zephyr Cove Elementary School,Public,Pre-K - 5,sryan@dcsd.k12.nv.us,226 Warrior Way,Zephyr Cove,NV,89448,39.011672,-119.94557,(775)588-4574,https://zces.dcsd.net/
C. C. Meneley Elementary School,Public,Pre-K - 5,bspires@dcsd.k12.nv.us,1446 Muir Dr,Gardnerville,NV,89460,38.902135,-119.728552,(775)265-3154,https://ccmes.dcsd.net/
Jacks Valley Elementary School,Public,Pre-K - 5,pgilmartin@dcsd.k12.nv.us,701 Jacks Valley Road,Carson City,NV,89705,39.093905,-119.798328,(775)267-3267,https://jves.dcsd.net/
G. L. Scarselli Elementary School,Public,Pre-K - 5,smcneall@dcsd.k12.nv.us,699 Long Valley Rd,Gardnerville,NV,89460,38.886813,-119.725591,(775)265-2222,https://ses.dcsd.net/
Pinon Hills Elementary School,Public,Pre-K - 5,jreid@dcsd.k12.nv.us,1479 Stephanie Way,Minden,NV,89423,39.041197,-119.726477,(775)267-3622,https://phes.dcsd.net/
Minden Elementary School,Public,Pre-K - 5,afromdah@dcsd.k12.nv.us,1170 Baler Street,Minden,NV,89423,38.962555,-119.755591,(775)782-5510,https://mes.dcsd.net/
Carson Valley Middle School,Public,6-8,gthetford@dcsd.k12.nv.us,1477 Hwy 395,Gardnerville,NV,89410,38.943577,-119.751906,(775)782-2265,https://cvms.dcsd.net/
Pau Wa Lu Middle School,Public,6-8,acarter@dcsd.k12.nv.us,701 Long Valley Rd,Gardnerville,NV,89460,38.886909,-119.723898,(775)265-6100,https://pwl.dcsd.net/
Douglas High School,Public,9-12,mrechs@dcsd.k12.nv.us,1670 Hwy 88,Minden,NV,89423,38.958193,-119.779481,(775)782-5136,https://dhs.dcsd.net/
George Whittell High School,Public,6-12,sryan@dcsd.k12.nv.us,240 Warrior Way,Zephyr Cove,NV,89448,39.013126,-119.942025,(775)588-2446,https://whs.dcsd.net/
Independence Valley Elementary School,Public,K-8,jrevier@ecsdnv.net,1645 Sewell Drive,Elko,NV,89801,40.837171,-115.777995,(775)756-5597,https://www.ecsdnv.net/o/ecsd/page/rural-schools
Jackpot Elementary School,Public,K-6,smccarthy@ecsdnv.net,2201 Progressive Drive,Jackpot,NV,89825,41.982373,-114.668676,(775)755-2375,https://jackpot.ecsdnv.net/
Montello Elementary School,Public,K-8,pdispirito@ecsdnv.net,254 B Street,Montello,NV,89830,41.262312,-114.196793,(775)776-2481,https://www.ecsdnv.net/o/ecsd/page/rural-schools
Mound Valley Elementary School,Public,K-8,jharris2@ecsdnv.net,208 Boyd Kennedy Road,Spring Creek,NV,89815,40.778647,-115.642746,(775)744-4382,https://www.ecsdnv.net/o/ecsd/page/rural-schools
Ruby Valley Elementary School,Public,K-8,rwoolsey@ecsdnv.net,1129 Lake Avenue,Wells,NV,89835,41.110683,-114.966197,(775)779-2289,https://www.ecsdnv.net/o/ecsd/page/rural-schools
Liberty Peak Elementary School,Public,Pre-K - 5,bsteense@ecsdnv.net,250 Parkchester Drive,Spring Creek,NV,89815,40.747345,-115.590268,(775)753-3667,https://liberty.ecsdnv.net/
Grammar School 2,Public,Pre-K - 4,sstanton@ecsdnv.net,1055 7th Street,Elko,NV,89801,40.83729,-115.766756,(775)738-7161,https://grammar.ecsdnv.net
Northside Elementary School,Public,Pre-K - 4,jrevier@ecsdnv.net,1645 Sewell Drive,Elko,NV,89801-2847,40.837171,-115.777995,(775)738-7255,https://northside.ecsdnv.net/
Southside Elementary School,Public,Pre-K - 4,tcunning@ecsdnv.net,501 South 9th Street,Elko,NV,89801-3326,40.831408,-115.751237,(775)738-3731,https://southside.ecsdnv.net/
Carlin Elementary School,Public,K-6,mlobato@ecsdnv.net,552 8th Street,Carlin,NV,89822,40.71736,-116.109346,(775)754-6317,https://carlin.ecsdnv.net/
Owyhee Elementary School,Public,Pre-K - 6,lmanningjohn@ecsdnv.net,100 Academic Way,Owyhee,NV,89832,41.94206,-116.101004,(775)757-3400,https://owyhee.ecsdnv.net/
Wells Elementary School,Public,K-6,rwoolsey@ecsdnv.net,1378 Lake Avenue,Wells,NV,89835-0338,41.110683,-114.966197,(775)752-3837,https://wells.ecsdnv.net/
West Wendover Elementary School,Public,Pre-K - 8,pdispirito@ecsdnv.net,2332 Florence Way,West Wendover,NV,89883-2400,40.729212,-114.086526,(775)664-3100,https://wwelem.ecsdnv.net/
Mountain View Elementary School,Public,K-4,cetchemendy@ecsdnv.net,3300 Argent Avenue,Elko,NV,89801-4414,40.843781,-115.786212,(775)738-1844,https://mtnview.ecsdnv.net/
Spring Creek Elementary School,Public,Pre-K - 5,cblanchard@ecsdnv.net,7 East Licht Parkway,Spring Creek,NV,89815,40.737289,-115.623183,(775)753-6881,https://scem.ecsdnv.net/
Sage Elementary School,Public,Pre-K - 5,jharris2@ecsdnv.net,208 Boyd-Kennedy Road,Spring Creek,NV,89815,40.778647,-115.642746,(775)738-4711,https://sage.ecsdnv.net/
Flagview Intermediate School,Public,5-6,tmonett@ecsdnv.net,777 Country Club Dr,Elko,NV,89801,40.84659,-115.754855,(775)738-7236,https://flagview.ecsdnv.net
Carlin Jr High School,Public,7-8,mlobato@ecsdnv.net,552 8th Street,Carlin,NV,89822,40.71736,-116.109346,(775)754-6317,https://carlin.ecsdnv.net/
Wells Jr High School,Public,7-8,rwoolsey@ecsdnv.net,1129 Lake Avenue,Wells,NV,89835,41.110683,-114.966197,(775)752-3477,https://wells.ecsdnv.net/
Adobe Middle School,Public,7-8,jgohl@ecsdnv.net,3375 Jennings Way,Elko,NV,89801-2677,40.844819,-115.801812,(775)738-3375,https://adobe.ecsdnv.net/
Spring Creek Middle School,Public,6-8,smcdermo@ecsdnv.net,14650 Lamoille Highway,Spring Creek,NV,89815,40.776963,-115.645913,(775)777-1688,https://scms.ecsdnv.net/
Jackpot Jr High School,Public,7-8,smccarthy@ecsdnv.net,2201 Progressive Drive,Jackpot,NV,89825,41.982373,-114.668676,(775)755-2375,https://jackpot.ecsdnv.net/
Owyhee Jr High School,Public,7-8,lmanningjohn@ecsdnv.net,100 Academic Way,Owyhee,NV,89832,41.94206,-116.101004,(775)757-3400,https://owyhee.ecsdnv.net/
West Wendover Middle School,Public,6-8,gsmith@ecsdnv.net,2000 Elko Avenue,West Wendover,NV,89883-2400,40.733564,-114.081241,(775)664-4406,https://wwms.ecsdnv.net/
Carlin High School,Public,9-12,mlobato@ecsdnv.net,552 8th Street,Carlin,NV,89822,40.71736,-116.109346,(775)754-6317,https://carlin.ecsdnv.net/
Wells High School,Public,9-12,rwoolsey@ecsdnv.net,1129 Lake Avenue,Wells,NV,89835,41.110683,-114.966197,(775)752-3477,https://wells.ecsdnv.net/
Elko High School,Public,9-12,jfoss@ecsdnv.net,987 College Avenue,Elko,NV,89801-3419,40.838908,-115.761353,(775)738-7281,https://elkohigh.ecsdnv.net/
Owyhee High School,Public,9-12,lmanningjohn@ecsdnv.net,100 Academic Way,Owyhee,NV,89832,41.94206,-116.101004,(775)757-3400,https://owyhee.ecsdnv.net/
Jackpot High School,Public,9-12,smccarthy@ecsdnv.net,2201 Progressive Drive,Jackpot,NV,89825,41.982373,-114.668676,(775)755-2375,https://jackpot.ecsdnv.net/
Spring Creek High School,Public,9-12,wpehrson@ecsdnv.net,14550 Lamoille Highway,Spring Creek,NV,89815,40.774653,-115.642781,(775)753-5575,https://schs.ecsdnv.net/
West Wendover High School,Public,9-12,jholloway@ecsdnv.net,2055 Elko Avenue,West Wendover,NV,89883-2400,40.732576,-114.083565,(775)664-3940,https://wwhs.ecsdnv.net
Northeastern Nevada Virtual Academy,Public,K-12,enielson@ecsdnv.net,850 Elm Street,Elko,NV,89801,40.840134,-115.76676,(775)738-5196,https://www.ecsdnv.net/page/nnva
Dyer Elementary School,Public,Pre-K - 8,jfossett@esmeraldacountyschools.com,Hwy 264 MM 11,Dyer,NV,89010,37.363434,-118.392183,(775)572-3250,www.esmeraldacountyschools.com
Goldfield Elementary School,Public,Pre-K - 8,jfossett@esmeraldacountyschools.com,5th & Ramsey ,Goldfield,NV,89013,37.711275,-117.240675,(775)485-3215,www.esmeraldacountyschools.com
Crescent Valley Elementary,Public,Pre-K - 6,lhutchison@eureka.k12.nv.us,444 4th Street,Crescent Valley,NV,89821,40.414759,-116.579181,(775)468-0213,http://eurekacountycves.ss8.sharpschool.com/
Eureka Elementary School,Public,Pre-K - 6,lhutchison@eureka.k12.nv.us,431 McCoy Street,Eureka,NV,89316,39.508048,-115.963922,(775)237-5700,http://eurekacountyes.ss8.sharpschool.com/
Eureka County High School,Public,7-12,jglover@eureka.k12.nv.us,1 Vandal Way,Eureka,NV,89316,39.511599,-115.968136,(775)237-5361,http://eurekacountyhs.ss8.sharpschool.com/
Kings River,Public,Pre-K - 8,aramos@hcsdnv.com,134 Kings River Road,Kings River,NV,89425,41.707282,-118.207045,(866)447-2983,https://www.hcsdnv.com/o/rrs
Orovada School,Public,Pre-K - 8,aramos@hcsdnv.com,Kings River Ranch Rd. / PO Box 85 ,Orovada,NV,89425-0085,41.784389,-118.235946,(866)442-4615,https://www.hcsdnv.com/o/rrs
Paradise Valley School,Public,Pre-K - 8,nbengochea@hcsdnv.com,275 Bridge St / PO Box 33,Paradise Valley,NV,89426-0013,41.493553,-117.538013,(866)440-9357,https://www.hcsdnv.com/o/rrs
Sonoma Heights Elementary,Public,Pre-K - 6,smeihack@hcsdnv.com,1500 Melarkey Street,Winnemucca,NV,89445-3830,40.965654,-117.722526,(775)623-8165,https://www.hcsdnv.com/o/she
Winnemucca Grammar School,Public,Pre-K - 4,rfitzgerald@hcsdnv.com,522 Lay Street,Winnemucca,NV,89445-3434,40.970223,-117.734391,(775)623-8160,https://www.hcsdnv.com/o/wgs
McDermitt Elementary,Public,Pre-K - 6,rwiley@hcsdnv.com,100 Olavarria Street,McDermitt,NV,89421-0098,41.998103,-117.716938,(866)447-3991,https://www.hcsdnv.com/o/mcs
Grass Valley Elementary,Public,Pre-K - 4,awestmoreland@hcsdnv.com,6465 South Grass Valley Road,Winnemucca ,NV,89445,40.923162,-117.762012,(775)623-8150,https://www.hcsdnv.com/o/gves
French Ford Middle School,Public,5-6,lmolina@hcsdnv.com,5495 Palisade Drive,Winnemucca,NV,89445-4156,40.967768,-117.707059,(775)623-8200,https://www.hcsdnv.com/o/fms
Winnemucca Junior High School,Public,7-8,jevans@hcsdnv.com,451 Reinhart Street,Winnemucca,NV,89445-3055,40.974408,-117.729608,(775)623-8120,https://www.hcsdnv.com/o/wjhs
McDermitt Junior High School,Public,7-8,rwiley@hcsdnv.com,100 Olavarria Street,McDermitt,NV,89421-0098,41.998103,-117.716938,(866)447-3991,https://www.hcsdnv.com/o/mcs
Albert M. Lowry High School,Public,9-12,staylor@hcsdnv.com,5375 Kluncy Canyon Road,Winnemucca,NV,89445-3964,40.971542,-117.708103,(775)623-8130,https://www.hcsdnv.com/o/lhs
McDermitt High School,Public,9-12,rwiley@hcsdnv.com,100 Olavarria Street,McDermitt,NV,89421-0098,41.998103,-117.716938,(866)447-3991,https://www.hcsdnv.com/o/mcs
Battle Mountain Elementary School,Public,Pre-K - 4,Kwillis@landernv.net,650 Altenburg Avenue,Battle Mountain,NV,89820,40.636794,-116.93721,(775)635-2889,http://bmes.lander.k12.nv.us/
Eleanor Lemaire Junior High School,Public,5-8,jbuchel@landernv.net,985 W. Humboldt,Battle Mountain,NV,89820,40.640238,-116.954461,(775)635-8114,http://bmms.lander.k12.nv.us/
Battle Mountain High School,Public,9-12,cwarwood@landernv.net,425 Weaver Ave,Battle Mountain,NV,89820,40.634161,-116.935079,(775)635-5436,http://bmhs.lander.k12.nv.us/
Austin Combined Schools,Public,Pre-K - 8,Agandolfo@landernv.net,200 Highway 305 North Box 160,Austin,NV,89310,39.5,-117.08333,(775)964-2467,http://austin.lander.k12.nv.us/
Pahranagat Valley Elementary School,Public,Pre-K - 5,msparrow@lcsdnv.com,593 Broadway,Alamo,NV,89001,37.364671,-115.17081,(775)725-3351,http://lcsdnv.com/schools/elementary-schools/pahranagat-valley/
Caliente Elementary School,Public,Pre-K - 6,dpeterson@lcsdnv.com,289 Lincoln Street,Caliente,NV,89008,37.616543,-114.513873,(775)726-3772,http://lcsdnv.com/schools/elementary-schools/caliente/
Panaca Elementary School,Public,Pre-K - 6,rwadsworth@lcsdnv.com,1000 East Edwards,Panaca,NV,89042,37.791717,-114.38903,(775)728-4446,http://lcsdnv.com/schools/elementary-schools/panaca/
Pioche Elementary School,Public,Pre-K - 6,svincent@lcsdnv.com,651 Airport Road,Pioche,NV,89043,37.937404,-114.458755,(775)962-5832,http://lcsdnv.com/schools/elementary-schools/pioche/
Meadow Valley Middle School,Public,7-8,mroth@lcsdnv.com,91 N 4th Street,Panaca,NV,89042,37.791325,-114.387733,(775)728-4655,http://lcsdnv.com/schools/middle-schools/meadow-valley/
Pahranagat Valley Middle School,Public,6-8,bforemaster@lcsdnv.com,158 Main Street,Alamo,NV,89001,37.361701,-115.165005,(775)725-3321,http://lcsdnv.com/schools/middle-schools/pahranagat-valley/
Lincoln County High School,Public,9-12,sdirks@lcsdnv.com,1111 East Edwards Street,Panaca,NV,89042,37.793075,-114.386674,(775)728-4481,http://lcsdnv.com/schools/high-schools/lincoln-county/
Pahranagat Valley High School,Public,9-12,bforemaster@lcsdnv.com,158 Main Street,Alamo,NV,89001,37.361701,-115.165005,(775)725-3321,http://lcsdnv.com/schools/high-schools/pahranagat-valley/
Dayton Elementary School,Public,Pre-K - 6,cwoodford@lyoncsd.org,285 Dayton Valley Road,Dayton,NV,89403,39.27736,-119.580608,(775)246-6262,https://www.des.lyoncsd.org
Yerington Elementary School,Public,Pre-K - 4,scoombs@lyoncsd.org,112 N. California Street,Yerington,NV,89447,38.98875,-119.159883,(775)463-6844,https://www.yes.lyoncsd.org
Fernley Elementary School,Public,Pre-K - 4,jsmith@lyoncsd.org,450 Hardie Lane,Fernley,NV,89408,39.604446,-119.246234,(775)575-3420,https://www.fes.lyoncsd.org
Silver Stage Elementary School,Public,Pre-K - 4,ekorf@lyoncsd.org,3900 W. Spruce Avenue,Silver Springs,NV,89429,39.390856,-119.284764,(775)577-5060,https://www.sses.lyoncsd.org
East Valley Elementary School,Public,Pre-K - 4,kentjones@lyoncsd.org,4180 Farm District Road,Fernley,NV,89408,39.580938,-119.137364,(775)575-3332,https://www.eves.lyoncsd.org
Dayton Intermediate School,Public,7-8,kkranjcec@lyoncsd.org,315 Dayton Valley Road,Dayton,NV,89403,39.238746,-119.579348,(775)246-6250,https://www.dis.lyoncsd.org
Cottonwood Elementary School,Public,Pre-K - 4,vrichardson@lyoncsd.org,925 Farm District Road,Fernley,NV,89408,39.592097,-119.228346,(775)575-3414,https://www.ces.lyoncsd.org
Sutro Elementary School,Public,Pre-K - 6,cburns@lyoncsd.org,190 Dayton Village Parkway,Dayton,NV,89403,39.274209,-119.580884,(775)246-6270,https://www.ses.lyoncsd.org
Riverview Elementary School,Public,Pre-K - 6,rkuhn@lyoncsd.org,1200 Ferretto Parkway,Dayton,NV,89403,39.294495,-119.507041,(775)246-6170,https://www.res.lyoncsd.org
Yerington Intermediate School,Public,5-8,sgillespie@lyoncsd.org,215 Pearl Street,Yerington,NV,89447,38.990195,-119.15932,(775)463-6833,https://www.yis.lyoncsd.org
Fernley Intermediate School,Public,5-6,bcooper@lyoncsd.org,320 Hwy 95A South,Fernley,NV,89408,39.602704,-119.247869,(775)575-3390,https://www.fis.lyoncsd.org
Silver Stage Middle School,Public,5-8,jmarciniak@lyoncsd.org,3800 W. Spruce Avenue,Silver Springs,NV,89429,39.389244,-119.283608,(775)577-5050,https://www.ssms.lyoncsd.org
Silverland Middle School,Public,7-8,shenderson@lyoncsd.org,1100 Jasmine Lane,Fernley,NV,89408,39.590566,-119.196489,(775)575-1575,https://www.sms.lyon.k12.nv.us
